pr_number,repo,created_at,merged_at,additions,deletions,changed_files_count,commits_count
1302,accumulo,2019-07-31T19:34:39Z,2019-08-02T15:59:29Z,235,348,15,4
1304,accumulo,2019-08-01T18:52:50Z,2019-08-01T20:56:42Z,89,91,5,2
1313,accumulo,2019-08-07T19:28:01Z,2019-08-14T19:18:04Z,555,521,20,3
1322,accumulo,2019-08-12T11:23:00Z,2019-08-13T20:01:03Z,112,109,5,1
1329,accumulo,2019-08-18T05:49:47Z,2019-08-27T22:28:29Z,404,255,16,4
1332,accumulo,2019-08-23T17:27:48Z,2019-08-30T14:47:39Z,1,1,1,1
1343,accumulo,2019-08-29T18:58:58Z,2019-08-30T14:56:32Z,20,26,1,1
1346,accumulo,2019-09-04T20:56:23Z,2019-09-04T22:44:04Z,14,30,1,2
1353,accumulo,2019-09-06T23:41:03Z,2019-09-07T00:23:34Z,3,2,1,1
1354,accumulo,2019-09-11T01:59:01Z,2019-09-11T14:31:42Z,9,8,1,1
1356,accumulo,2019-09-11T16:18:03Z,2019-09-11T17:08:28Z,19,17,2,1
1357,accumulo,2019-09-11T22:44:07Z,2019-09-12T20:48:54Z,27,31,1,3
1366,accumulo,2019-09-18T20:09:44Z,2019-09-27T14:56:18Z,363,19,7,4
1367,accumulo,2019-09-18T22:01:55Z,2019-10-10T18:55:15Z,97,20,7,5
1380,accumulo,2019-10-02T16:25:39Z,2019-10-02T20:06:58Z,4,0,1,1
1381,accumulo,2019-10-03T19:52:49Z,2019-10-08T18:58:45Z,961,10,11,3
1400,accumulo,2019-10-29T19:52:11Z,2019-11-01T20:35:53Z,5,33,20,1
1402,accumulo,2019-10-30T18:12:47Z,2019-10-30T19:48:04Z,2,0,1,1
1404,accumulo,2019-10-31T18:15:34Z,2019-10-31T20:36:02Z,15,1,1,4
1405,accumulo,2019-10-31T18:24:05Z,2019-11-14T18:58:07Z,127,30,5,2
1410,accumulo,2019-11-05T21:41:56Z,2019-11-07T01:44:18Z,57,3,4,2
1424,accumulo,2019-11-13T00:07:19Z,2019-11-13T18:26:41Z,7,27,1,2
1426,accumulo,2019-11-13T18:37:36Z,2020-01-24T14:54:38Z,247,107,13,11
1427,accumulo,2019-11-13T23:02:52Z,2019-11-14T17:49:15Z,0,5,2,1
1433,accumulo,2019-11-15T05:42:29Z,2019-11-15T19:56:25Z,30103,25869,2132,4
1436,accumulo,2019-11-17T03:45:08Z,2019-11-18T16:04:43Z,6,154,4,1
1437,accumulo,2019-11-18T21:22:12Z,2019-11-20T20:10:19Z,131,187,10,2
1439,accumulo,2019-11-19T23:36:56Z,2019-11-20T16:49:48Z,83,89,38,1
1440,accumulo,2019-11-20T20:48:15Z,2020-01-02T21:02:32Z,790,137,28,2
1441,accumulo,2019-11-22T09:58:58Z,2019-11-23T00:14:36Z,75,79,2,2
1448,accumulo,2019-12-05T08:46:43Z,2019-12-05T19:07:23Z,623,1076,56,1
1477,accumulo,2020-01-15T19:03:41Z,2020-01-17T00:32:55Z,13,52,2,1
1480,accumulo,2020-01-22T23:17:31Z,2020-02-06T23:44:36Z,457,186,24,7
1481,accumulo,2020-01-23T21:30:35Z,2020-01-23T22:47:30Z,1,1,1,1
1489,accumulo,2020-01-30T14:25:16Z,2020-02-11T18:45:05Z,8,4,1,6
1490,accumulo,2020-01-30T21:11:31Z,2020-01-31T13:29:39Z,4,17,1,1
1494,accumulo,2020-01-31T16:31:33Z,2020-02-03T20:07:45Z,43,69,4,1
1497,accumulo,2020-02-03T16:05:09Z,2020-02-03T18:06:29Z,14,14,1,1
1498,accumulo,2020-02-03T20:30:56Z,2020-02-04T13:53:38Z,41,41,5,1
1504,accumulo,2020-02-11T15:47:55Z,2020-02-18T16:59:32Z,1,1,1,1
1509,accumulo,2020-02-13T00:36:03Z,2020-02-13T00:46:35Z,3,3,2,1
1511,accumulo,2020-02-13T16:57:29Z,2020-02-13T19:30:02Z,1,6,1,1
1517,accumulo,2020-02-14T20:33:20Z,2020-02-18T22:59:39Z,0,335,6,1
1521,accumulo,2020-02-19T15:50:10Z,2020-02-19T16:47:53Z,69,67,1,1
1531,accumulo,2020-02-25T01:24:52Z,2020-02-26T22:26:31Z,90,71,8,4
1538,accumulo,2020-02-28T19:25:09Z,2020-03-02T16:46:23Z,11,12,1,2
1540,accumulo,2020-03-02T14:45:45Z,2020-03-02T19:27:50Z,62,66,38,1
1541,accumulo,2020-03-03T19:36:41Z,2020-03-04T16:34:06Z,19,63,3,4
1544,accumulo,2020-03-04T19:09:25Z,2020-03-04T21:16:53Z,1,1,1,1
1545,accumulo,2020-03-04T20:19:33Z,2020-03-05T16:18:10Z,84,65,3,3
1546,accumulo,2020-03-04T21:20:34Z,2020-03-05T16:22:57Z,16,85,12,1
1547,accumulo,2020-03-04T22:08:40Z,2020-03-05T13:37:58Z,8,29,3,1
1548,accumulo,2020-03-05T16:32:09Z,2020-03-13T20:53:59Z,19,2,1,1
1550,accumulo,2020-03-05T22:35:04Z,2020-03-06T17:03:25Z,17,86,3,1
1551,accumulo,2020-03-06T03:39:26Z,2020-03-06T17:04:12Z,218,160,23,2
1553,accumulo,2020-03-07T11:09:00Z,2020-03-09T18:02:29Z,466,990,67,4
1556,accumulo,2020-03-10T18:17:39Z,2020-03-13T20:51:19Z,23,6,1,6
1558,accumulo,2020-03-10T19:07:43Z,2020-03-13T20:47:25Z,91,37,3,5
1562,accumulo,2020-03-13T00:26:54Z,2020-03-13T20:35:04Z,172,274,23,4
1565,accumulo,2020-03-17T08:14:37Z,2020-03-17T08:57:26Z,255,633,2,1
1566,accumulo,2020-03-17T22:02:53Z,2020-03-18T14:31:00Z,8,5,2,1
1567,accumulo,2020-03-18T15:58:52Z,2020-03-18T20:17:17Z,66,64,5,1
1570,accumulo,2020-03-24T15:13:17Z,2020-03-24T19:23:31Z,20,20,4,1
1571,accumulo,2020-03-25T05:53:47Z,2020-03-26T16:12:56Z,30,23,1,1
1575,accumulo,2020-03-28T22:22:44Z,2020-04-02T15:53:18Z,99,1,2,2
1586,accumulo,2020-04-13T22:31:21Z,2020-04-14T20:27:33Z,80,51,4,5
1590,accumulo,2020-04-20T17:52:56Z,2020-04-21T11:39:57Z,335,336,159,1
1592,accumulo,2020-04-22T19:15:53Z,2020-04-23T12:12:37Z,7,14,2,1
1593,accumulo,2020-04-23T17:17:29Z,2020-04-24T11:25:59Z,323,319,69,1
1595,accumulo,2020-04-24T14:36:00Z,2020-04-24T18:50:37Z,25,45,14,2
1597,accumulo,2020-04-24T19:05:08Z,2020-04-29T14:29:51Z,33,5,1,1
1599,accumulo,2020-04-27T16:04:50Z,2020-04-29T14:27:48Z,1,1,1,1
1600,accumulo,2020-04-27T17:47:44Z,2020-04-27T18:39:42Z,2,13,2,1
1601,accumulo,2020-04-28T12:51:02Z,2020-04-28T14:23:07Z,21,28,19,1
1602,accumulo,2020-04-28T19:37:17Z,2020-04-29T13:50:54Z,54,59,29,2
1603,accumulo,2020-05-05T12:11:08Z,2020-05-05T13:05:48Z,0,6,1,1
1604,accumulo,2020-05-05T18:00:20Z,2020-05-06T11:40:39Z,99,107,2,1
1605,accumulo,2020-05-08T01:12:39Z,2020-06-18T01:18:52Z,6722,1863,101,23
1614,accumulo,2020-05-19T18:54:44Z,2020-06-06T00:58:51Z,189,33,5,7
1616,accumulo,2020-05-28T19:51:38Z,2020-09-01T15:26:16Z,1,1,2,3
1622,accumulo,2020-06-04T18:20:26Z,2020-07-07T14:57:09Z,111,72,10,9
1623,accumulo,2020-06-06T01:04:11Z,2020-06-15T15:43:57Z,89,17,2,1
1626,accumulo,2020-06-15T18:15:08Z,2020-06-16T15:03:14Z,6,3,1,1
1632,accumulo,2020-06-18T01:36:18Z,2020-07-02T21:07:17Z,379,114,8,3
1635,accumulo,2020-06-19T13:56:00Z,2020-07-13T19:10:51Z,83,102,4,5
1649,accumulo,2020-07-02T21:14:27Z,2020-11-03T01:35:24Z,446,120,13,7
1650,accumulo,2020-07-07T11:56:49Z,2020-07-08T15:04:26Z,12,52,2,2
1657,accumulo,2020-07-10T21:55:09Z,2020-07-16T00:55:21Z,45,0,2,1
1658,accumulo,2020-07-14T15:48:55Z,2020-07-14T16:25:22Z,2,2,1,1
1660,accumulo,2020-07-16T15:37:29Z,2020-07-17T13:18:11Z,4,70,4,1
1661,accumulo,2020-07-28T19:19:35Z,2020-07-28T19:24:08Z,3,4,3,1
1662,accumulo,2020-07-29T09:29:36Z,2020-07-29T21:39:36Z,75,145,5,1
1674,accumulo,2020-08-07T18:22:00Z,2020-08-07T19:35:50Z,166,97,120,2
1683,accumulo,2020-08-14T00:31:07Z,2020-08-19T14:47:56Z,28,0,1,1
1693,accumulo,2020-08-28T15:31:20Z,2020-09-01T15:54:59Z,48,2,2,1
1697,accumulo,2020-09-01T16:54:58Z,2020-09-01T17:49:49Z,510,481,76,1
1701,accumulo,2020-09-06T19:57:09Z,2020-09-07T03:07:07Z,103,0,3,8
1702,accumulo,2020-09-08T17:50:02Z,2020-09-09T00:55:24Z,950,1152,129,1
1703,accumulo,2020-09-10T19:44:26Z,2020-09-11T02:24:22Z,55,25,16,2
1704,accumulo,2020-09-11T03:24:55Z,2020-09-14T21:36:13Z,18,21,5,1
1705,accumulo,2020-09-15T21:33:34Z,2020-09-16T00:09:45Z,46,100,14,2
1706,accumulo,2020-09-16T17:33:22Z,2020-09-17T16:43:33Z,15,4,2,4
1708,accumulo,2020-09-17T17:03:42Z,2020-09-17T18:57:33Z,10,10,2,2
1711,accumulo,2020-09-22T04:07:50Z,2020-09-23T20:36:00Z,228,449,45,2
1714,accumulo,2020-09-25T19:57:52Z,2020-09-26T03:37:43Z,48,53,7,1
1726,accumulo,2020-10-07T19:54:20Z,2020-10-08T20:12:21Z,48,283,7,2
1727,accumulo,2020-10-08T12:58:39Z,2020-10-08T20:39:20Z,1,1,1,1
1735,accumulo,2020-10-14T17:57:11Z,2020-10-15T12:45:24Z,32,2,3,4
1743,accumulo,2020-10-20T16:58:57Z,2020-10-20T17:27:58Z,1,1,1,1
1745,accumulo,2020-10-21T05:50:56Z,2020-10-21T19:16:45Z,9,12,1,1
1746,accumulo,2020-10-21T13:01:34Z,2020-10-21T19:21:08Z,9,1,1,2
1754,accumulo,2020-10-27T19:34:23Z,2020-10-28T18:17:53Z,2,2,1,1
1755,accumulo,2020-10-27T20:42:16Z,2020-10-28T17:00:59Z,456,934,54,1
1758,accumulo,2020-10-30T01:46:57Z,2020-11-03T00:53:17Z,197,189,17,2
1759,accumulo,2020-10-30T12:00:23Z,2020-11-04T18:25:34Z,40,11,3,6
1761,accumulo,2020-10-30T16:30:18Z,2020-11-02T15:14:15Z,171,131,4,2
1762,accumulo,2020-10-30T23:15:00Z,2020-11-03T17:38:56Z,41,26,7,2
1765,accumulo,2020-11-02T18:25:00Z,2020-11-18T19:27:32Z,154,1,3,5
1768,accumulo,2020-11-04T06:02:48Z,2020-11-04T17:09:06Z,28,13,2,1
1769,accumulo,2020-11-04T20:42:47Z,2020-11-04T21:35:26Z,14,43,3,1
1771,accumulo,2020-11-06T18:25:43Z,2020-11-10T16:51:34Z,54,3,2,5
1774,accumulo,2020-11-10T23:07:22Z,2020-11-17T19:11:02Z,261,329,77,6
1779,accumulo,2020-11-13T23:01:26Z,2020-11-16T17:23:44Z,10,8,2,1
1780,accumulo,2020-11-16T16:08:05Z,2021-09-16T13:54:22Z,23,20,4,1
1782,accumulo,2020-11-16T18:39:31Z,2020-11-16T21:05:49Z,34,16,4,1
1784,accumulo,2020-11-17T13:19:34Z,2020-11-19T22:51:41Z,40,37,5,4
1795,accumulo,2020-11-19T18:09:07Z,2020-11-19T22:09:29Z,109,94,17,2
1799,accumulo,2020-11-20T17:34:16Z,2020-11-24T15:12:38Z,130,2,4,4
1801,accumulo,2020-11-20T21:18:45Z,2020-12-04T19:01:00Z,2,9,1,1
1802,accumulo,2020-11-20T23:49:25Z,2020-11-23T23:02:04Z,117,303,15,1
1813,accumulo,2020-11-30T13:58:09Z,2020-11-30T21:27:03Z,13,44,6,1
1815,accumulo,2020-11-30T14:06:19Z,2020-11-30T21:27:39Z,73,122,5,1
1816,accumulo,2020-11-30T18:36:54Z,2020-11-30T22:14:28Z,13,8,1,4
1822,accumulo,2020-12-04T16:21:12Z,2020-12-14T20:40:54Z,47,53,1,3
1826,accumulo,2020-12-07T21:43:48Z,2020-12-08T15:13:21Z,145,220,6,1
1827,accumulo,2020-12-08T16:47:38Z,2020-12-08T18:07:01Z,7,5,1,1
1828,accumulo,2020-12-08T16:50:33Z,2020-12-08T19:08:36Z,14,7,1,1
1833,accumulo,2020-12-09T17:43:50Z,2020-12-10T13:26:28Z,6,1,2,3
1834,accumulo,2020-12-10T01:56:34Z,2020-12-10T13:25:35Z,90,79,9,2
1835,accumulo,2020-12-10T13:36:37Z,2020-12-10T21:26:58Z,29,22,11,1
1842,accumulo,2020-12-17T21:22:52Z,2020-12-19T19:14:30Z,30,75,10,1
1847,accumulo,2020-12-23T18:48:09Z,2021-01-04T16:12:21Z,5,0,1,2
1852,accumulo,2021-01-05T00:50:05Z,2021-01-05T07:14:20Z,133,71,10,1
1854,accumulo,2021-01-05T19:40:54Z,2021-01-05T20:07:09Z,1,1,1,1
1855,accumulo,2021-01-06T07:25:57Z,2021-01-06T16:53:48Z,12,3,2,1
1856,accumulo,2021-01-06T07:30:36Z,2021-01-07T21:43:34Z,60,88,4,1
1857,accumulo,2021-01-06T18:08:00Z,2021-01-06T22:20:29Z,1,1,1,1
1861,accumulo,2021-01-07T19:10:42Z,2021-01-12T18:42:40Z,71,3,1,2
1864,accumulo,2021-01-12T00:04:59Z,2021-01-12T14:25:40Z,96,12,8,3
1868,accumulo,2021-01-15T15:28:08Z,2021-01-20T15:37:38Z,14,5,1,5
1871,accumulo,2021-01-19T21:08:49Z,2021-01-20T19:14:59Z,89,26,6,6
1876,accumulo,2021-01-21T17:29:10Z,2021-01-21T18:22:21Z,13,1,1,1
1878,accumulo,2021-01-22T15:38:21Z,2021-01-26T13:31:02Z,1,1,1,1
1879,accumulo,2021-01-22T22:03:28Z,2021-01-25T05:01:45Z,1,1,1,1
1882,accumulo,2021-01-25T23:17:00Z,2021-01-26T12:06:31Z,34,31,6,1
1883,accumulo,2021-01-26T01:30:12Z,2021-01-26T02:05:47Z,4,0,1,1
1887,accumulo,2021-01-27T17:00:29Z,2021-02-01T13:32:07Z,6,0,1,1
1890,accumulo,2021-01-29T15:31:39Z,2021-02-01T14:04:36Z,13,7,2,3
1891,accumulo,2021-01-29T16:50:21Z,2021-02-04T12:29:53Z,5490,271,61,12
1892,accumulo,2021-01-29T20:36:57Z,2021-02-04T16:07:49Z,143,102,23,3
1894,accumulo,2021-02-01T14:39:48Z,2021-02-02T11:11:55Z,6,3,1,2
1896,accumulo,2021-02-01T19:12:34Z,2021-02-03T21:02:43Z,113,111,10,3
1901,accumulo,2021-02-03T17:27:29Z,2021-02-03T20:44:10Z,0,2,1,1
1905,accumulo,2021-02-04T01:22:41Z,2021-02-04T22:57:54Z,929,613,28,8
1906,accumulo,2021-02-04T12:28:19Z,2021-02-04T14:39:23Z,26,14,2,1
1913,accumulo,2021-02-05T17:36:55Z,2021-02-05T19:34:00Z,4,1,1,1
1914,accumulo,2021-02-08T14:11:41Z,2021-02-08T14:28:17Z,19,16,4,1
1915,accumulo,2021-02-08T15:14:24Z,2021-02-10T12:30:53Z,39,7,2,1
1918,accumulo,2021-02-09T21:06:47Z,2021-02-10T15:11:15Z,2,5,1,2
1921,accumulo,2021-02-10T12:45:23Z,2021-02-10T17:36:12Z,8,1,2,4
1925,accumulo,2021-02-10T23:23:48Z,2021-02-11T18:04:47Z,160,20,3,2
1926,accumulo,2021-02-11T08:07:00Z,2021-02-11T18:37:36Z,22,42,6,1
1927,accumulo,2021-02-11T13:13:23Z,2021-02-11T15:02:47Z,11,1,1,2
1931,accumulo,2021-02-12T18:21:50Z,2021-02-17T13:32:58Z,2,1,1,1
1934,accumulo,2021-02-17T15:00:27Z,2021-02-19T14:08:40Z,2,1,1,2
1936,accumulo,2021-02-18T15:16:42Z,2021-02-18T16:54:57Z,7,7,4,1
1937,accumulo,2021-02-18T16:14:06Z,2021-02-19T14:07:27Z,28,7,6,4
1941,accumulo,2021-02-19T22:44:14Z,2021-02-19T23:56:41Z,32,31,5,2
1945,accumulo,2021-02-23T15:01:30Z,2021-02-24T13:46:46Z,147,49,23,5
1946,accumulo,2021-02-23T17:08:11Z,2021-02-23T19:12:09Z,9161,1,9,3
1948,accumulo,2021-02-25T15:43:04Z,2021-02-25T16:38:42Z,30,27,2,1
1951,accumulo,2021-02-26T15:07:32Z,2021-02-26T16:34:29Z,23,16,3,1
1952,accumulo,2021-03-01T16:53:49Z,2021-03-04T21:37:35Z,75,47,5,12
1956,accumulo,2021-03-04T13:38:43Z,2021-03-04T22:43:05Z,99,153,17,1
1959,accumulo,2021-03-05T18:57:37Z,2021-03-08T18:20:21Z,52,50,3,3
1961,accumulo,2021-03-08T14:56:21Z,2021-03-08T17:53:04Z,105,107,17,1
1962,accumulo,2021-03-08T20:11:08Z,2021-03-08T20:39:40Z,2,1,1,1
1970,accumulo,2021-03-14T05:48:24Z,2021-03-24T00:07:11Z,9,0,2,4
1979,accumulo,2021-03-29T19:06:41Z,2021-03-29T19:34:47Z,3,4,2,1
1980,accumulo,2021-03-30T10:58:38Z,2021-03-31T17:36:10Z,68,4,7,7
1982,accumulo,2021-03-30T14:44:38Z,2021-03-30T15:19:41Z,10,68,12,1
1983,accumulo,2021-03-30T15:21:30Z,2021-03-30T17:44:25Z,0,24,1,1
2008,accumulo,2021-04-09T14:14:42Z,2021-04-09T17:36:17Z,12,36,8,1
2014,accumulo,2021-04-13T00:18:52Z,2021-04-13T05:24:58Z,3,2,1,1
2020,accumulo,2021-04-14T16:13:08Z,2021-04-15T23:12:06Z,6,202,8,3
2022,accumulo,2021-04-15T10:25:18Z,2021-04-15T23:05:50Z,985,934,151,3
2023,accumulo,2021-04-15T10:29:09Z,2021-04-15T23:07:17Z,175,249,26,2
2036,accumulo,2021-04-26T19:03:39Z,2021-04-27T13:08:12Z,2,2,1,1
2039,accumulo,2021-04-27T16:04:40Z,2021-04-28T13:27:47Z,174,18,9,1
2045,accumulo,2021-04-28T19:35:37Z,2021-04-29T15:14:18Z,48,54,7,3
2056,accumulo,2021-04-29T19:11:36Z,2021-04-29T19:27:12Z,1,1,1,1
2060,accumulo,2021-04-30T13:20:39Z,2021-04-30T13:34:51Z,2,4,1,1
2063,accumulo,2021-04-30T18:43:08Z,2021-04-30T19:02:09Z,1,1,1,1
2065,accumulo,2021-05-01T00:55:11Z,2021-05-02T14:49:02Z,55,73,13,2
2071,accumulo,2021-05-02T02:23:23Z,2021-05-02T13:10:05Z,1,1,1,1
2072,accumulo,2021-05-02T13:54:20Z,2021-05-02T14:27:23Z,3,0,1,1
2074,accumulo,2021-05-03T19:10:44Z,2021-05-03T21:13:05Z,47,2,2,1
2084,accumulo,2021-05-06T16:52:39Z,2021-06-16T17:46:41Z,15,3,1,3
2087,accumulo,2021-05-10T02:17:27Z,2021-05-10T16:46:29Z,252,213,2,1
2095,accumulo,2021-05-11T11:50:27Z,2021-05-11T21:24:36Z,0,223,4,1
2097,accumulo,2021-05-12T14:15:04Z,2021-05-13T10:23:34Z,22,8,1,3
2099,accumulo,2021-05-12T17:29:20Z,2021-05-12T17:56:54Z,0,1,1,1
2101,accumulo,2021-05-12T18:50:53Z,2021-05-13T17:24:56Z,79,22,12,5
2106,accumulo,2021-05-13T15:34:06Z,2021-05-13T16:44:42Z,34,9,2,1
2107,accumulo,2021-05-13T15:38:23Z,2021-05-13T16:39:03Z,5,1,2,1
2108,accumulo,2021-05-13T17:52:19Z,2021-05-13T18:07:15Z,7,7,6,1
2109,accumulo,2021-05-13T18:36:54Z,2021-05-14T18:10:01Z,6,7,1,3
2112,accumulo,2021-05-18T14:45:41Z,2021-05-18T17:58:48Z,4,4,1,1
2113,accumulo,2021-05-19T14:51:50Z,2021-05-21T14:44:41Z,108,108,3,3
2116,accumulo,2021-05-24T14:46:35Z,2021-05-27T18:34:18Z,163,85,7,4
2118,accumulo,2021-05-25T19:14:41Z,2021-06-03T18:41:37Z,11,30,1,4
2119,accumulo,2021-05-26T05:37:43Z,2021-05-26T12:38:57Z,1,1,1,1
2126,accumulo,2021-06-01T16:47:59Z,2021-06-02T12:17:19Z,107,22,2,6
2128,accumulo,2021-06-01T18:03:01Z,2021-06-03T14:07:04Z,162,142,17,2
2129,accumulo,2021-06-01T19:11:27Z,2021-06-03T14:03:04Z,41,22,4,2
2130,accumulo,2021-06-01T20:53:11Z,2021-06-03T14:16:34Z,45,442,6,1
2134,accumulo,2021-06-02T18:31:51Z,2021-06-03T18:07:39Z,88,143,36,4
2135,accumulo,2021-06-02T18:41:13Z,2021-06-02T23:21:42Z,74,14,2,3
2139,accumulo,2021-06-02T19:23:16Z,2021-06-02T22:33:59Z,4,0,1,1
2141,accumulo,2021-06-02T20:17:04Z,2021-06-03T13:55:26Z,3,3,1,1
2143,accumulo,2021-06-03T18:25:57Z,2021-06-09T16:09:16Z,36,29,5,2
2144,accumulo,2021-06-04T03:49:27Z,2021-06-04T04:45:46Z,2,2,1,1
2145,accumulo,2021-06-04T11:27:34Z,2021-06-04T17:31:01Z,5,9,1,1
2150,accumulo,2021-06-08T13:40:49Z,2021-06-08T17:22:32Z,7,4,2,4
2156,accumulo,2021-06-10T02:44:40Z,2021-06-10T19:49:48Z,664,807,31,1
2158,accumulo,2021-06-10T20:35:05Z,2021-06-14T14:34:43Z,5,7,1,1
2162,accumulo,2021-06-11T23:11:32Z,2021-06-14T15:44:17Z,41,41,21,2
2163,accumulo,2021-06-14T14:40:38Z,2021-06-14T15:12:17Z,3,3,1,1
2164,accumulo,2021-06-14T15:09:27Z,2021-06-14T16:00:52Z,10,3,1,1
2167,accumulo,2021-06-15T16:52:40Z,2021-06-17T17:09:51Z,243,151,1,3
2168,accumulo,2021-06-15T17:58:31Z,2021-06-16T20:30:24Z,0,1193,5,1
2170,accumulo,2021-06-16T19:55:55Z,2021-06-17T13:40:49Z,11,12,2,3
2171,accumulo,2021-06-21T17:18:50Z,2021-06-28T18:48:12Z,101,48,23,2
2176,accumulo,2021-06-23T05:55:27Z,2021-06-23T12:46:15Z,31,23,1,1
2177,accumulo,2021-06-23T12:13:20Z,2021-06-23T13:57:31Z,62,2,2,2
2178,accumulo,2021-06-23T15:22:50Z,2021-06-24T10:36:22Z,18,15,1,1
2180,accumulo,2021-06-24T15:40:11Z,2021-07-07T12:14:36Z,31,17,1,4
2186,accumulo,2021-07-01T00:10:10Z,2021-07-07T18:10:56Z,33,35,4,4
2191,accumulo,2021-07-06T16:06:34Z,2021-07-07T11:29:44Z,10,9,2,1
2195,accumulo,2021-07-09T04:37:53Z,2021-07-09T16:22:20Z,150,226,20,1
2198,accumulo,2021-07-10T00:49:00Z,2021-07-10T01:32:02Z,57,71,2,1
2201,accumulo,2021-07-14T21:16:40Z,2021-07-15T07:26:42Z,5,5,1,1
2202,accumulo,2021-07-15T17:11:42Z,2021-07-15T17:25:24Z,7,3,1,1
2211,accumulo,2021-07-22T19:18:11Z,2021-07-23T17:39:30Z,19,4,2,1
2212,accumulo,2021-07-23T18:23:10Z,2021-07-23T18:48:42Z,6,6,4,1
2213,accumulo,2021-07-23T23:01:16Z,2021-08-03T21:32:03Z,497,290,1,5
2214,accumulo,2021-07-26T16:35:48Z,2021-07-29T12:07:56Z,185,63,8,9
2216,accumulo,2021-07-29T19:42:04Z,2021-08-02T12:26:07Z,5,10,1,1
2224,accumulo,2021-08-04T13:04:42Z,2021-09-28T22:47:02Z,1574,0,9,5
2225,accumulo,2021-08-04T20:30:23Z,2021-08-06T17:17:16Z,21,0,1,2
2229,accumulo,2021-08-10T23:10:30Z,2021-08-11T14:22:47Z,1,2,1,1
2234,accumulo,2021-08-17T15:56:53Z,2021-08-18T13:06:22Z,232,191,24,3
2236,accumulo,2021-08-19T18:01:49Z,2021-08-20T14:44:08Z,147,7,5,4
2237,accumulo,2021-08-20T17:22:47Z,2021-08-23T12:44:02Z,16,3,2,1
2241,accumulo,2021-08-24T13:00:26Z,2021-08-24T16:09:40Z,231,225,23,1
2242,accumulo,2021-08-24T17:21:34Z,2021-08-24T19:01:19Z,13,13,2,1
2243,accumulo,2021-08-24T19:23:19Z,2021-08-24T20:43:29Z,1,1,1,4
2246,accumulo,2021-08-25T18:02:54Z,2021-08-25T18:36:52Z,1,1,1,1
2249,accumulo,2021-08-27T13:33:55Z,2021-08-27T16:17:07Z,16,11,1,2
2250,accumulo,2021-08-27T19:51:14Z,2021-08-31T12:04:00Z,6,6,1,1
2251,accumulo,2021-08-31T13:40:19Z,2021-08-31T18:35:30Z,59,49,1,1
2252,accumulo,2021-08-31T22:30:35Z,2021-09-01T13:41:23Z,3,1,1,1
2258,accumulo,2021-09-01T20:11:39Z,2021-09-02T13:01:23Z,12,0,1,1
2260,accumulo,2021-09-02T15:56:26Z,2021-09-02T18:58:58Z,15,17,1,3
2261,accumulo,2021-09-03T15:19:19Z,2021-09-03T15:55:02Z,9,0,3,1
2262,accumulo,2021-09-03T16:17:08Z,2021-09-07T13:47:08Z,3,9,1,1
2265,accumulo,2021-09-09T00:41:37Z,2021-09-21T22:58:55Z,73,24,2,2
2266,accumulo,2021-09-09T13:38:48Z,2021-09-15T11:04:06Z,17,22,5,1
2267,accumulo,2021-09-09T14:02:05Z,2021-09-09T16:53:06Z,8,7,1,1
2268,accumulo,2021-09-10T16:02:48Z,2021-09-14T11:52:58Z,233,153,8,3
2270,accumulo,2021-09-14T14:24:50Z,2021-09-16T15:50:26Z,61,46,4,5
2274,accumulo,2021-09-16T20:28:04Z,2021-09-17T19:26:31Z,32,3,1,1
2275,accumulo,2021-09-17T16:33:08Z,2021-09-20T20:43:08Z,275,1,1,4
2278,accumulo,2021-09-20T20:16:24Z,2021-09-21T16:28:30Z,129,129,6,4
2283,accumulo,2021-09-22T12:53:54Z,2021-09-23T14:38:43Z,356,2,9,4
2289,accumulo,2021-09-24T04:14:57Z,2021-09-29T18:13:12Z,534,19,2,5
2291,accumulo,2021-09-27T20:16:21Z,2021-09-28T01:02:31Z,0,9,3,1
2294,accumulo,2021-09-29T19:36:44Z,2021-10-01T15:17:21Z,108,110,9,2
2296,accumulo,2021-09-30T19:24:30Z,2021-10-01T12:55:00Z,67,60,1,1
2297,accumulo,2021-10-01T17:58:49Z,2021-10-05T15:01:59Z,86,280,7,3
2304,accumulo,2021-10-06T16:04:20Z,2021-10-07T14:52:02Z,94,84,6,5
2310,accumulo,2021-10-08T17:34:26Z,2021-10-11T15:47:13Z,2,2,1,1
2312,accumulo,2021-10-12T14:15:24Z,2021-10-12T15:05:52Z,1,1,1,1
2314,accumulo,2021-10-12T18:52:24Z,2021-10-13T12:26:57Z,30,30,8,1
2315,accumulo,2021-10-13T16:10:12Z,2021-10-13T17:45:53Z,2,1,1,1
2316,accumulo,2021-10-13T19:42:51Z,2021-10-14T13:45:54Z,157,0,2,3
2319,accumulo,2021-10-18T15:27:35Z,2021-10-18T16:15:10Z,3,3,1,1
2326,accumulo,2021-10-25T16:13:06Z,2021-10-25T17:29:22Z,20,23,1,1
2330,accumulo,2021-10-26T23:49:26Z,2021-11-01T13:52:36Z,28,18,3,1
2332,accumulo,2021-10-27T19:23:55Z,2021-10-28T15:28:34Z,11,2,2,1
2335,accumulo,2021-10-29T18:26:58Z,2021-11-12T22:10:23Z,509,216,105,4
2336,accumulo,2021-10-29T19:30:37Z,2021-10-29T19:45:05Z,2,1,1,1
2339,accumulo,2021-11-02T16:35:48Z,2021-11-03T02:55:22Z,410,618,96,1
