pr_number,repo,created_at,merged_at,additions,deletions,changed_files_count,commits_count
377,httpcomponents-client,2022-06-30T18:13:54Z,2022-07-01T08:50:03Z,1,4,2,2
378,httpcomponents-client,2022-07-05T19:14:48Z,2022-07-08T17:11:10Z,237,138,37,1
394,httpcomponents-client,2022-11-14T16:05:02Z,2022-11-14T21:15:46Z,13,57,9,2
400,httpcomponents-client,2022-12-14T22:00:04Z,2022-12-15T14:02:08Z,1,1,1,1
409,httpcomponents-client,2023-02-01T22:23:46Z,2023-02-04T16:40:27Z,0,1,1,1
413,httpcomponents-client,2023-02-17T14:38:04Z,2023-02-17T14:59:09Z,2,2,1,1
414,httpcomponents-client,2023-02-23T06:22:31Z,2023-02-23T12:01:08Z,0,7,2,1
417,httpcomponents-client,2023-02-27T20:49:31Z,2023-03-06T13:40:30Z,101,40,4,1
421,httpcomponents-client,2023-03-06T20:50:21Z,2023-03-12T09:15:03Z,88,32,4,1
426,httpcomponents-client,2023-03-16T16:00:47Z,2023-03-16T16:07:54Z,13,17,1,1
435,httpcomponents-client,2023-04-22T19:22:03Z,2023-04-23T07:06:39Z,40,0,3,1
438,httpcomponents-client,2023-04-25T16:37:20Z,2023-04-26T07:28:09Z,64,31,4,1
454,httpcomponents-client,2023-06-11T10:37:14Z,2023-06-11T20:58:47Z,203,303,13,2
455,httpcomponents-client,2023-06-12T20:18:00Z,2023-06-13T14:06:24Z,103,35,4,1
465,httpcomponents-client,2023-06-29T01:04:30Z,2023-07-02T20:31:07Z,95,43,4,1
480,httpcomponents-client,2023-08-31T11:49:44Z,2023-08-31T14:55:37Z,66,1,4,4
483,httpcomponents-client,2023-09-14T14:13:37Z,2023-09-17T08:49:13Z,975,420,13,2
484,httpcomponents-client,2023-09-17T12:52:16Z,2023-09-21T17:28:38Z,313,2860,10,3
490,httpcomponents-client,2023-10-01T20:08:58Z,2023-10-03T20:14:12Z,19,3,2,2
491,httpcomponents-client,2023-10-03T14:16:31Z,2023-10-07T08:58:43Z,271,344,15,2
492,httpcomponents-client,2023-10-05T19:02:46Z,2023-10-12T10:24:28Z,14,0,2,2
493,httpcomponents-client,2023-10-09T09:48:44Z,2023-10-12T10:06:58Z,10,8,4,2
494,httpcomponents-client,2023-10-18T20:54:33Z,2023-10-20T10:52:20Z,133,52,2,1
496,httpcomponents-client,2023-10-21T16:20:22Z,2023-10-24T09:09:41Z,454,494,23,5
501,httpcomponents-client,2023-11-04T10:14:52Z,2023-11-16T19:04:28Z,1748,1511,25,8
504,httpcomponents-client,2023-11-19T10:27:39Z,2023-11-19T17:47:40Z,63,6,3,1
505,httpcomponents-client,2023-11-19T18:51:46Z,2023-11-20T17:36:26Z,29,0,2,1
506,httpcomponents-client,2023-11-20T20:21:01Z,2023-11-21T17:39:18Z,43,33,7,1
508,httpcomponents-client,2023-11-23T21:46:12Z,2023-12-03T20:48:44Z,19,9,2,1
516,httpcomponents-client,2023-11-30T12:41:07Z,2023-12-02T10:31:41Z,114,34,1,1
521,httpcomponents-client,2023-12-11T11:02:46Z,2023-12-11T11:08:27Z,51,1,2,1
529,httpcomponents-client,2023-12-24T16:01:06Z,2023-12-26T14:21:43Z,7,7,2,1
533,httpcomponents-client,2024-01-07T13:33:38Z,2024-01-07T14:44:40Z,10,2,3,5
536,httpcomponents-client,2024-01-16T20:06:44Z,2024-01-16T20:41:02Z,2,2,2,1
537,httpcomponents-client,2024-01-18T20:06:45Z,2024-01-26T08:15:22Z,150,142,7,3
541,httpcomponents-client,2024-01-25T12:58:30Z,2024-01-25T13:07:20Z,1,1,1,1
542,httpcomponents-client,2024-01-26T09:27:37Z,2024-01-29T13:15:16Z,806,73,30,4
543,httpcomponents-client,2024-01-29T13:37:26Z,2024-02-01T07:57:33Z,666,225,26,3
544,httpcomponents-client,2024-01-30T14:22:51Z,2024-01-31T09:24:16Z,165,103,6,1
545,httpcomponents-client,2024-02-01T08:24:50Z,2024-02-05T09:05:33Z,260,19,6,1
547,httpcomponents-client,2024-02-09T14:45:54Z,2024-02-10T13:18:04Z,1,15,6,2
552,httpcomponents-client,2024-02-23T14:29:46Z,2024-02-29T16:12:35Z,1260,460,85,2
396,maven-surefire,2021-11-15T19:41:35Z,2021-11-18T22:43:22Z,278,493,6,1
412,maven-surefire,2021-12-20T19:13:27Z,2021-12-24T09:47:10Z,6,7,2,1
435,maven-surefire,2022-01-08T15:43:51Z,2022-01-09T08:04:36Z,22,20,6,1
444,maven-surefire,2022-01-18T14:38:10Z,2022-01-19T15:00:25Z,73,81,6,4
454,maven-surefire,2022-01-31T01:22:28Z,2022-02-01T01:39:52Z,90,78,6,1
468,maven-surefire,2022-02-12T10:11:11Z,2022-02-12T13:38:35Z,5,3,2,1
490,maven-surefire,2022-03-14T22:30:37Z,2022-03-17T22:59:38Z,15,7,2,2
497,maven-surefire,2022-03-23T17:40:09Z,2022-03-23T21:05:01Z,0,5,1,1
502,maven-surefire,2022-03-27T22:54:46Z,2022-03-29T08:45:17Z,4,1,2,1
507,maven-surefire,2022-04-04T20:09:29Z,2022-04-05T19:41:30Z,4,14,3,1
508,maven-surefire,2022-04-04T23:09:54Z,2022-04-15T11:38:42Z,2,0,2,2
515,maven-surefire,2022-04-06T19:07:56Z,2022-04-09T09:55:39Z,15,158,18,1
527,maven-surefire,2022-04-24T14:08:46Z,2022-05-25T21:12:39Z,3,3,2,2
545,maven-surefire,2022-06-07T09:13:16Z,2023-02-03T08:07:11Z,353,2,8,1
548,maven-surefire,2022-06-17T12:37:06Z,2022-09-29T15:09:33Z,9,2,1,1
555,maven-surefire,2022-07-10T10:41:19Z,2022-07-10T13:24:28Z,8,8,2,1
564,maven-surefire,2022-09-19T12:29:28Z,2022-12-23T09:35:10Z,47,18,2,2
596,maven-surefire,2023-01-26T18:42:00Z,2023-02-09T08:35:07Z,11,11,3,1
608,maven-surefire,2023-02-05T18:13:54Z,2023-02-06T23:30:36Z,579,14,14,2
619,maven-surefire,2023-03-09T21:37:53Z,2023-03-10T06:23:05Z,1,8228,434,1
636,maven-surefire,2023-05-20T08:19:39Z,2023-05-20T19:56:44Z,2,29,3,3
641,maven-surefire,2023-05-22T15:28:45Z,2023-05-23T13:00:24Z,1,2,1,1
643,maven-surefire,2023-05-24T20:41:43Z,2023-05-25T05:28:53Z,2,2,1,1
668,maven-surefire,2023-08-19T05:51:45Z,2023-08-23T16:41:09Z,216,9,8,2
669,maven-surefire,2023-08-19T21:14:05Z,2023-08-20T09:22:24Z,15,16,11,2
102,opennlp,2017-01-30T09:44:41Z,2017-01-30T09:50:45Z,13,1,2,1
122,opennlp,2017-02-10T23:23:52Z,2017-02-13T09:08:09Z,0,31,2,1
153,opennlp,2017-04-10T05:20:11Z,2017-04-10T09:32:10Z,14,1,1,1
197,opennlp,2017-05-11T15:12:12Z,2017-05-11T15:34:45Z,55,1,3,1
199,opennlp,2017-05-15T14:05:56Z,2017-05-15T18:08:15Z,9,1,1,1
207,opennlp,2017-05-17T12:47:20Z,2017-05-17T13:12:08Z,3,15,1,1
214,opennlp,2017-05-22T14:06:07Z,2017-05-23T15:40:59Z,4,8,4,1
216,opennlp,2017-05-24T10:13:25Z,2017-05-24T10:19:27Z,15,1,2,1
217,opennlp,2017-05-24T19:49:27Z,2017-05-24T20:03:49Z,2,2,1,1
218,opennlp,2017-05-25T19:07:39Z,2017-05-26T14:12:57Z,154,116,3,1
232,opennlp,2017-06-16T12:50:36Z,2017-06-20T09:05:10Z,125,78,11,1
240,opennlp,2017-06-30T09:49:50Z,2017-06-30T13:56:27Z,56,8,4,1
249,opennlp,2017-07-16T08:43:44Z,2017-07-16T16:22:58Z,1,1,1,1
251,opennlp,2017-07-31T10:32:57Z,2017-07-31T15:08:01Z,1,1,1,1
252,opennlp,2017-07-31T15:12:26Z,2017-08-02T11:25:44Z,41,2,2,1
256,opennlp,2017-08-29T13:07:42Z,2017-08-31T12:10:54Z,20,1,2,1
259,opennlp,2017-08-29T20:39:49Z,2017-08-30T14:07:32Z,19,3,2,1
409,opennlp,2022-04-03T19:49:13Z,2022-04-03T22:06:58Z,8,13,5,1
410,opennlp,2022-04-11T00:57:17Z,2022-04-11T11:43:58Z,22,22,3,1
414,opennlp,2022-04-20T13:48:04Z,2022-04-22T11:41:27Z,1,98,2,1
415,opennlp,2022-04-20T13:58:31Z,2022-04-22T11:41:43Z,4,4,2,2
416,opennlp,2022-05-07T13:35:03Z,2022-05-08T11:32:01Z,1,1,1,1
420,opennlp,2022-07-29T14:01:04Z,2022-08-01T15:35:14Z,205,77,8,1
421,opennlp,2022-08-05T22:41:49Z,2022-08-06T12:47:18Z,72,14,4,2
423,opennlp,2022-09-26T16:33:27Z,2022-10-17T13:38:54Z,10,1,2,1
425,opennlp,2022-10-17T19:28:04Z,2022-10-17T20:26:01Z,1,1,1,1
429,opennlp,2022-10-26T16:02:10Z,2022-10-26T19:25:04Z,2,1,1,1
430,opennlp,2022-10-27T16:30:51Z,2022-10-31T20:09:42Z,17,11,1,2
431,opennlp,2022-10-29T11:23:24Z,2022-10-31T11:37:20Z,5676,5502,242,1
435,opennlp,2022-11-18T22:43:12Z,2022-12-05T15:45:05Z,7,5,5,1
442,opennlp,2022-11-30T14:42:55Z,2022-11-30T14:56:13Z,1,1,1,1
443,opennlp,2022-12-02T13:58:42Z,2022-12-02T14:06:39Z,95,126,20,1
444,opennlp,2022-12-04T09:15:12Z,2022-12-04T09:30:23Z,207,137,13,1
445,opennlp,2022-12-04T11:55:16Z,2022-12-04T13:29:31Z,270,149,21,1
447,opennlp,2022-12-05T19:38:41Z,2022-12-10T14:18:17Z,121,96,2,1
448,opennlp,2022-12-08T16:32:55Z,2022-12-10T14:21:51Z,446,273,26,1
449,opennlp,2022-12-09T09:12:35Z,2022-12-10T14:19:25Z,845,435,37,1
451,opennlp,2022-12-09T12:00:48Z,2022-12-12T13:02:59Z,246,146,14,1
452,opennlp,2022-12-09T15:44:46Z,2022-12-15T07:10:46Z,11,1,1,1
453,opennlp,2022-12-09T16:21:39Z,2022-12-15T07:09:47Z,47,39,6,1
455,opennlp,2022-12-10T17:22:39Z,2022-12-11T14:14:41Z,390,175,16,1
460,opennlp,2022-12-17T18:07:30Z,2022-12-20T16:24:09Z,211,230,18,1
461,opennlp,2022-12-17T21:17:27Z,2022-12-20T16:25:06Z,205,277,11,1
462,opennlp,2022-12-18T12:16:38Z,2022-12-20T16:23:12Z,104,66,10,1
465,opennlp,2022-12-19T21:36:22Z,2022-12-22T09:45:33Z,163,89,14,1
466,opennlp,2022-12-21T13:12:28Z,2022-12-23T20:47:50Z,577,482,39,1
470,opennlp,2022-12-27T19:41:07Z,2022-12-28T11:23:19Z,7,23,1,1
471,opennlp,2022-12-27T22:16:19Z,2022-12-29T15:32:30Z,152,64,6,1
473,opennlp,2022-12-30T12:30:27Z,2023-01-02T19:03:43Z,307,47,3,1
474,opennlp,2022-12-30T16:25:22Z,2023-01-02T10:16:48Z,347,157,103,1
477,opennlp,2022-12-31T15:43:06Z,2023-01-02T14:04:46Z,319,243,12,1
478,opennlp,2023-01-01T21:16:34Z,2023-01-02T14:01:01Z,402,2,12,1
482,opennlp,2023-01-03T14:33:59Z,2023-01-03T14:56:50Z,26,0,2,1
486,opennlp,2023-01-09T20:42:41Z,2023-01-11T09:14:55Z,67,47,21,1
487,opennlp,2023-01-11T10:44:35Z,2023-01-11T15:17:29Z,69,27,2,1
494,opennlp,2023-01-30T21:32:13Z,2023-01-31T13:49:41Z,2,2,2,1
499,opennlp,2023-02-17T21:06:44Z,2023-02-18T12:04:22Z,5,10,9,1
500,opennlp,2023-02-17T21:31:06Z,2023-02-20T07:48:45Z,148,148,91,1
502,opennlp,2023-02-18T06:20:50Z,2023-02-20T07:47:24Z,133,137,29,1
507,opennlp,2023-02-26T15:34:52Z,2023-02-27T20:11:42Z,37,16,3,1
509,opennlp,2023-02-28T07:57:51Z,2023-03-02T07:24:38Z,7,7,6,1
512,opennlp,2023-03-03T21:06:24Z,2023-03-09T14:10:35Z,13,9,1,1
513,opennlp,2023-03-03T21:19:32Z,2023-03-06T18:24:11Z,5,2,1,1
515,opennlp,2023-03-04T12:11:28Z,2023-03-04T20:44:14Z,67,0,2,1
517,opennlp,2023-03-04T21:01:31Z,2023-03-09T14:15:38Z,67,1,2,1
518,opennlp,2023-03-05T14:31:13Z,2023-03-05T15:14:22Z,2,2,2,1
521,opennlp,2023-03-15T14:46:04Z,2023-03-15T19:56:16Z,9,9,2,1
522,opennlp,2023-03-17T19:32:57Z,2023-03-18T11:49:42Z,38,17,3,1
524,opennlp,2023-03-24T22:53:57Z,2023-03-25T20:01:06Z,230,260,78,1
533,opennlp,2023-05-19T07:10:03Z,2023-05-21T09:29:55Z,108,117,10,1
534,opennlp,2023-05-19T17:32:54Z,2023-05-20T18:00:44Z,339,438,11,1
535,opennlp,2023-05-24T15:49:03Z,2023-06-10T18:33:23Z,22,83,5,1
536,opennlp,2023-06-08T20:35:54Z,2023-06-12T05:34:23Z,84,132,18,1
543,opennlp,2023-07-24T12:43:11Z,2023-07-27T05:31:25Z,156,104,12,1
544,opennlp,2023-07-26T11:29:26Z,2023-07-27T06:23:47Z,59,25,5,1
545,opennlp,2023-07-26T15:17:39Z,2023-07-27T06:24:21Z,9,90,5,1
546,opennlp,2023-07-26T15:32:03Z,2023-07-27T06:25:03Z,1,26,3,1
547,opennlp,2023-07-26T19:13:56Z,2023-07-27T06:25:19Z,2,203,7,1
548,opennlp,2023-08-27T17:49:30Z,2023-08-28T06:25:56Z,9,199,13,1
549,opennlp,2023-09-01T16:39:58Z,2023-09-04T06:53:02Z,15,2,2,1
550,opennlp,2023-09-14T09:43:12Z,2023-09-14T14:47:43Z,64,64,1,2
553,opennlp,2023-10-14T15:51:54Z,2023-10-31T13:10:48Z,157,35,6,2
555,opennlp,2023-11-12T22:22:39Z,2023-11-14T15:21:26Z,936,23,8,1
559,opennlp,2023-12-05T05:35:24Z,2023-12-09T18:27:44Z,101,0,1,6
561,opennlp,2023-12-07T13:56:24Z,2023-12-08T07:24:31Z,16944,24994,27,2
563,opennlp,2023-12-11T09:34:27Z,2023-12-11T12:38:41Z,1,1,1,1
567,opennlp,2023-12-14T08:53:53Z,2023-12-15T10:51:33Z,75,0,1,1
568,opennlp,2023-12-14T11:55:35Z,2023-12-22T18:35:31Z,637,4,15,10
569,opennlp,2023-12-18T17:03:14Z,2023-12-19T10:45:09Z,2168,0,7,1
570,opennlp,2023-12-20T18:54:14Z,2023-12-25T17:46:21Z,58,1,3,1
571,opennlp,2023-12-21T10:23:36Z,2023-12-22T07:14:12Z,146,6,5,3
572,opennlp,2023-12-22T18:44:54Z,2023-12-25T18:33:21Z,96,85,3,1
582,opennlp,2024-01-01T14:59:37Z,2024-01-01T20:42:18Z,37,57,7,1
583,opennlp,2024-01-04T22:16:24Z,2024-01-05T09:28:17Z,8,7,3,1
585,opennlp,2024-01-11T14:16:15Z,2024-01-13T13:53:26Z,434,2,8,1
88,opennlp,2017-01-25T14:37:17Z,2017-01-25T14:53:25Z,21,10,1,1
276,struts,2018-11-19T19:07:17Z,2018-11-20T11:45:50Z,3,6,1,1
278,struts,2018-11-20T20:21:37Z,2018-11-20T21:21:43Z,0,60,5,1
282,struts,2018-11-24T04:47:12Z,2018-11-25T16:09:43Z,12,5,1,1
284,struts,2018-11-27T20:31:25Z,2018-11-28T07:52:26Z,30,4,1,3
285,struts,2018-12-03T12:55:20Z,2018-12-05T07:36:25Z,102,3,6,1
286,struts,2018-12-04T20:39:16Z,2018-12-06T09:08:03Z,154,0,6,6
287,struts,2018-12-06T09:07:22Z,2018-12-11T08:53:03Z,198,0,4,3
298,struts,2018-12-18T20:55:59Z,2018-12-31T11:12:35Z,73,36,2,10
299,struts,2018-12-21T04:56:30Z,2018-12-21T19:33:32Z,58,0,3,1
300,struts,2018-12-21T21:02:49Z,2018-12-23T20:06:47Z,3,1,1,1
301,struts,2018-12-24T15:15:51Z,2018-12-31T15:51:49Z,507,246,20,9
302,struts,2018-12-29T15:37:10Z,2018-12-29T16:49:12Z,35,12,3,1
307,struts,2018-12-31T06:22:18Z,2019-01-10T07:51:55Z,698,128,14,2
311,struts,2019-01-10T02:54:03Z,2019-01-10T07:52:21Z,3,36,6,1
313,struts,2019-01-15T07:14:58Z,2019-01-22T21:33:49Z,23,14,6,1
323,struts,2019-01-31T16:14:57Z,2019-02-10T19:47:27Z,41,24,1,2
329,struts,2019-02-03T19:42:03Z,2019-02-05T11:08:25Z,3,29,2,1
330,struts,2019-02-06T21:07:59Z,2019-02-07T07:12:03Z,107,62,2,1
404,struts,2020-04-20T01:57:17Z,2020-04-20T05:23:58Z,2,0,2,1
411,struts,2020-05-02T21:53:15Z,2020-05-03T10:00:20Z,9,1,2,1
416,struts,2020-05-16T22:50:39Z,2020-05-17T06:58:50Z,15,4,1,1
417,struts,2020-05-17T18:27:44Z,2020-05-18T05:49:52Z,203,0,1,1
427,struts,2020-07-20T05:23:22Z,2020-07-29T03:38:58Z,3852,591,40,2
436,struts,2020-09-08T19:31:24Z,2020-09-09T05:52:58Z,41,18,7,1
437,struts,2020-09-09T10:04:52Z,2020-09-09T10:57:59Z,8,0,1,1
472,struts,2021-02-08T16:13:27Z,2021-02-08T19:06:28Z,1,1,1,1
475,struts,2021-03-06T15:08:56Z,2021-03-25T12:56:13Z,79,12,5,4
477,struts,2021-03-15T11:14:24Z,2021-03-22T09:40:43Z,4,6,1,2
479,struts,2021-03-22T08:47:38Z,2021-03-23T16:01:28Z,7,5,1,1
484,struts,2021-04-25T10:29:10Z,2021-05-02T10:05:11Z,116,20,12,1
490,struts,2021-06-14T18:29:59Z,2021-06-27T07:17:10Z,362,112,42,3
493,struts,2021-06-27T07:49:25Z,2021-07-01T07:13:46Z,33,28,29,1
502,struts,2021-11-10T07:37:21Z,2021-11-11T08:23:19Z,252,32,13,3
506,struts,2021-11-13T21:08:55Z,2021-11-16T18:50:07Z,10,8,1,3
523,struts,2022-01-04T08:05:47Z,2022-01-23T12:02:48Z,288,209,36,4
526,struts,2022-01-23T10:17:57Z,2022-01-29T16:21:55Z,52,7,2,1
527,struts,2022-01-23T11:27:42Z,2022-01-29T08:38:30Z,18,27,2,1
529,struts,2022-02-06T11:24:34Z,2022-02-23T09:18:38Z,443,146,11,5
531,struts,2022-02-09T16:34:31Z,2022-02-20T15:58:26Z,147,82,18,4
532,struts,2022-03-28T08:34:54Z,2022-05-17T05:31:30Z,130,33,4,5
549,struts,2022-05-05T10:28:39Z,2022-05-15T10:10:13Z,905,301,19,1
550,struts,2022-05-14T07:13:26Z,2022-05-15T09:57:47Z,710,332,28,1
552,struts,2022-05-17T05:38:13Z,2022-05-23T05:34:05Z,17,14,5,1
553,struts,2022-05-17T19:00:23Z,2022-05-23T05:34:17Z,61,79,2,2
554,struts,2022-05-19T09:36:37Z,2022-05-23T05:35:43Z,87,40,2,2
559,struts,2022-06-05T01:05:44Z,2022-09-14T14:53:10Z,327,3,3,3
566,struts,2022-06-10T14:08:03Z,2022-06-17T06:46:38Z,109,31,4,2
570,struts,2022-06-14T11:29:11Z,2022-06-17T06:45:21Z,4,3,2,1
573,struts,2022-06-20T21:26:13Z,2022-08-21T09:03:05Z,98,63,8,3
574,struts,2022-06-21T08:12:16Z,2022-07-07T12:06:22Z,25,1,2,2
577,struts,2022-07-07T19:35:20Z,2022-07-11T08:27:07Z,312,162,7,2
580,struts,2022-07-24T23:13:10Z,2022-08-08T14:37:43Z,2,2,1,1
586,struts,2022-08-08T15:01:09Z,2022-08-11T11:43:02Z,80,145,2,1
588,struts,2022-08-09T13:20:28Z,2022-08-11T11:43:18Z,21,28,1,1
590,struts,2022-08-23T18:32:15Z,2022-08-25T05:30:18Z,114,76,5,2
593,struts,2022-09-01T06:16:13Z,2022-09-02T08:19:48Z,152,73,9,1
594,struts,2022-09-04T09:15:54Z,2022-09-14T14:37:11Z,35,41,8,1
595,struts,2022-09-04T09:59:27Z,2022-09-14T14:37:34Z,600,593,31,1
597,struts,2022-09-17T07:42:58Z,2022-09-20T09:04:53Z,19,17,3,2
604,struts,2022-09-27T07:22:15Z,2022-09-27T07:49:33Z,559,476,181,1
606,struts,2022-09-28T08:59:14Z,2022-09-28T09:13:59Z,2,2,1,1
607,struts,2022-09-28T09:10:15Z,2022-09-30T09:21:34Z,135,117,4,5
610,struts,2022-10-07T09:02:50Z,2022-10-07T09:52:48Z,3067,24,16,1
611,struts,2022-10-13T13:40:02Z,2022-10-16T06:52:07Z,268,133,11,4
612,struts,2022-10-14T10:09:29Z,2022-10-14T10:36:20Z,5565,736,70,2
613,struts,2022-10-14T10:50:06Z,2022-10-16T06:53:23Z,5,0,1,1
615,struts,2022-10-17T06:54:41Z,2022-10-20T11:15:03Z,213,29,6,5
616,struts,2022-10-18T13:47:41Z,2022-10-19T06:52:40Z,3441,14,48,2
620,struts,2022-10-19T10:23:05Z,2022-10-21T05:16:43Z,61,33,2,1
621,struts,2022-10-19T11:58:38Z,2022-10-21T07:23:52Z,202,130,5,1
622,struts,2022-10-21T08:50:59Z,2022-10-24T08:12:40Z,23,286,36,1
624,struts,2022-10-21T11:33:42Z,2022-10-24T08:24:19Z,2,240,31,1
625,struts,2022-10-21T19:13:26Z,2022-10-24T08:24:57Z,235,390,12,2
628,struts,2022-10-27T11:35:39Z,2022-11-02T09:32:36Z,174,96,4,2
630,struts,2022-11-04T07:51:48Z,2022-11-06T09:50:51Z,341,157,14,5
631,struts,2022-11-05T07:37:59Z,2022-11-06T09:57:14Z,299,67,4,1
642,struts,2022-12-08T13:32:50Z,2022-12-09T08:09:04Z,17,22,4,1
654,struts,2023-01-22T10:05:41Z,2023-01-26T12:25:02Z,38,21,1,1
656,struts,2023-01-30T12:42:45Z,2023-01-30T12:58:52Z,314,521,3,2
657,struts,2023-01-30T16:02:54Z,2023-02-01T06:23:19Z,496,535,3,1
659,struts,2023-02-14T12:42:12Z,2023-02-20T06:48:15Z,313,417,4,2
662,struts,2023-02-25T09:42:47Z,2023-03-01T18:00:20Z,118,32,10,2
664,struts,2023-03-02T04:06:37Z,2023-03-21T18:29:46Z,233,776,10,3
666,struts,2023-03-03T11:52:35Z,2023-03-07T06:43:47Z,128,171,4,2
667,struts,2023-03-07T13:07:12Z,2023-03-11T09:41:06Z,201,69,8,6
669,struts,2023-03-13T22:10:17Z,2023-03-15T07:37:46Z,2,54,4,1
670,struts,2023-03-13T23:06:03Z,2023-03-15T07:50:51Z,118,935,29,1
671,struts,2023-03-14T22:53:40Z,2023-03-15T07:48:41Z,0,109,3,1
673,struts,2023-03-26T12:11:37Z,2023-03-30T17:26:30Z,21,4,7,1
676,struts,2023-03-29T00:32:59Z,2023-04-07T13:30:12Z,3,3,1,1
677,struts,2023-03-30T17:46:27Z,2023-04-07T13:13:13Z,49,0,3,1
679,struts,2023-04-09T10:00:47Z,2023-05-16T17:46:54Z,70,87,3,1
683,struts,2023-05-09T08:44:00Z,2023-05-16T17:46:24Z,3,1,1,1
686,struts,2023-05-16T18:45:18Z,2023-05-19T10:21:50Z,22,2,2,1
687,struts,2023-05-20T13:59:01Z,2023-05-23T05:24:21Z,51,8,4,1
688,struts,2023-05-20T23:12:31Z,2023-05-28T07:07:46Z,147,56,4,1
689,struts,2023-05-24T05:13:15Z,2023-05-28T07:12:56Z,35,11,2,1
690,struts,2023-05-29T00:05:08Z,2023-05-29T06:37:41Z,164,6,2,1
692,struts,2023-05-29T13:53:08Z,2023-06-28T06:55:47Z,158,39,5,2
693,struts,2023-06-27T03:04:26Z,2023-06-27T06:45:47Z,4,5,2,2
715,struts,2023-07-30T06:26:10Z,2023-08-01T07:58:45Z,188,81,11,6
723,struts,2023-08-11T14:55:31Z,2023-08-16T11:33:43Z,1,1,1,1
726,struts,2023-08-17T03:38:58Z,2023-08-17T09:00:42Z,26,17,3,2
729,struts,2023-08-17T08:47:54Z,2023-08-17T09:41:29Z,5,7,2,2
733,struts,2023-08-20T12:21:25Z,2023-08-21T15:55:24Z,29,30,7,1
736,struts,2023-08-21T13:40:09Z,2023-08-22T01:28:37Z,84,95,4,11
741,struts,2023-08-30T02:40:44Z,2023-09-26T08:07:15Z,218,276,6,9
742,struts,2023-08-30T02:50:07Z,2023-09-26T08:14:57Z,37,4,5,3
744,struts,2023-08-30T05:32:05Z,2023-09-01T05:40:22Z,4,5,1,1
745,struts,2023-08-30T08:12:03Z,2023-09-26T08:15:26Z,106,186,2,2
746,struts,2023-08-31T07:28:49Z,2023-09-26T09:06:16Z,51,58,3,4
754,struts,2023-09-11T11:28:20Z,2023-09-26T11:19:53Z,74,71,1,2
757,struts,2023-09-28T06:25:50Z,2023-09-30T08:40:59Z,19,24,1,1
758,struts,2023-10-04T07:47:33Z,2023-10-05T06:39:53Z,15,94,8,2
760,struts,2023-10-05T17:19:12Z,2023-10-06T07:58:48Z,37,28,2,3
763,struts,2023-10-09T04:48:35Z,2023-10-13T00:39:55Z,0,50,2,2
765,struts,2023-10-12T10:31:42Z,2023-10-13T00:40:57Z,20,19,2,1
780,struts,2023-11-05T09:23:33Z,2023-11-12T08:56:13Z,134,91,3,6
781,struts,2023-11-05T12:40:49Z,2023-11-14T13:39:26Z,203,17,5,2
793,struts,2023-11-15T05:09:16Z,2023-11-15T05:42:44Z,1,23,2,1
798,struts,2023-11-21T16:23:25Z,2023-11-21T18:26:07Z,3,992,25,8
799,struts,2023-11-23T09:13:00Z,2023-11-23T12:42:33Z,1,90609,484,2
806,struts,2023-12-05T02:08:34Z,2023-12-05T06:36:14Z,72,12,8,2
807,struts,2023-12-10T12:15:15Z,2023-12-12T09:26:17Z,113,10,3,4
808,struts,2023-12-11T06:58:26Z,2023-12-15T09:06:35Z,1424,427,16,5
809,struts,2023-12-16T15:50:18Z,2023-12-17T14:39:54Z,398,176,19,13
811,struts,2023-12-17T15:15:12Z,2023-12-18T15:41:42Z,0,16,1,1
814,struts,2023-12-17T22:40:29Z,2023-12-18T06:14:44Z,1,1,1,1
815,struts,2023-12-18T00:00:47Z,2023-12-18T05:52:34Z,2,0,1,1
822,struts,2023-12-27T18:02:42Z,2024-01-03T00:41:55Z,81,19,4,4
823,struts,2023-12-29T02:41:20Z,2024-01-03T00:41:20Z,51,17,4,1
826,struts,2023-12-30T13:37:10Z,2024-01-06T15:14:29Z,1341,1350,23,8
835,struts,2024-01-07T10:37:49Z,2024-01-09T17:59:52Z,48,10,4,1
838,struts,2024-01-08T06:13:23Z,2024-01-08T07:21:19Z,3,3,1,1
841,struts,2024-01-14T07:13:22Z,2024-01-15T07:44:01Z,52,73,2,2
844,struts,2024-01-16T19:41:08Z,2024-01-17T12:23:29Z,21,6,3,1
845,struts,2024-01-17T12:23:16Z,2024-01-19T06:13:52Z,72,22,2,3
848,struts,2024-01-19T06:35:54Z,2024-01-19T10:48:38Z,21,0,3,1
849,struts,2024-01-19T06:46:01Z,2024-01-19T10:48:26Z,1,1,1,1
851,struts,2024-01-20T22:43:38Z,2024-01-21T06:45:24Z,134,247,5,1
853,struts,2024-01-21T11:02:52Z,2024-01-21T17:23:56Z,134,247,5,1
861,struts,2024-01-24T08:10:38Z,2024-02-01T08:23:27Z,1277,954,25,11
867,struts,2024-02-02T06:26:52Z,2024-02-05T02:39:08Z,727,593,12,5
872,struts,2024-02-10T13:49:34Z,2024-02-13T15:18:04Z,156,1,2,1
876,struts,2024-02-14T10:53:50Z,2024-02-16T07:29:55Z,8,4,4,4
284,wicket,2018-07-15T13:14:53Z,2018-08-01T03:34:53Z,47,11,27,2
285,wicket,2018-07-23T15:31:59Z,2018-08-01T03:29:48Z,3,3,2,2
351,wicket,2019-04-04T15:27:17Z,2019-04-09T12:34:01Z,190,76,5,2
