pr_number,repo,commit,duration
4272,accumulo,8815485f05b6342b22ae953b572f8b85022b1425,0:07:54.832892
4271,accumulo,335592c68deb4fa59e00decc4d3fd72251f2d963,0:08:18.153490
4271,accumulo,69834931ec0ff6a8abe832e2173138cda847d800,0:07:40.191457
4270,accumulo,335592c68deb4fa59e00decc4d3fd72251f2d963,0:08:31.072299
4270,accumulo,6b1d78a1604a18af766862025258e7eb41c8bbb8,0:08:07.325223
4267,accumulo,b5afd3cc1cfcf05c05be79ec92be08ffae1416d7,0:08:08.656265
4267,accumulo,184b045c9213677430baae678728deba97aa3030,0:07:56.031833
4265,accumulo,8a30262e2878bd0d4c3374c06052fc670abba191,0:08:18.476437
4265,accumulo,f0d2fbcc1cf944e66ee0f730c0eb1067f900a0af,0:08:12.085445
4263,accumulo,4e1b0529043f8359cae8929e427c4c156ebefaf6,0:08:05.194745
4263,accumulo,5b455df078fe2ee68c503e4d1e380c00d283ea79,0:07:49.513068
4260,accumulo,101ae815f129efaf26cfc95eff0266861b561b49,0:08:05.910800
4260,accumulo,97480feedf1de4af0e269eda43115d5ea3025ae8,0:07:46.130932
4260,accumulo,f1c773804d2764b0e17df2152636fca2b10af01f,0:07:47.168933
4257,accumulo,9d80b65f0eec60ad6d137cc8400798380cc55fe7,0:08:00.834280
4257,accumulo,bda5d4698ee814b529b35127427a10e1cf6f00b9,0:08:14.165042
4257,accumulo,0e24090da2d10c7ac590f88fe3317aa92b1b1da8,0:08:32.425113
4255,accumulo,9d80b65f0eec60ad6d137cc8400798380cc55fe7,0:08:30.238194
4255,accumulo,fc6f9fdb157585a529088c6bcf8fe22c4b70d469,0:08:05.061615
4255,accumulo,43e11b126dee7f9df4281062101f6053eb3431a3,0:08:16.772881
4252,accumulo,171fdcd7f539da7b4ee0c011b5d546d3af6bde96,0:08:58.586833
4252,accumulo,b9085666b801344401da0e18d0301a1fa208fd22,0:08:04.859649
4250,accumulo,171fdcd7f539da7b4ee0c011b5d546d3af6bde96,0:08:06.459294
4250,accumulo,d06ba116abb7089531b7a39a9bc2a0843d4a3f3f,0:08:43.449139
4250,accumulo,10e27332f093a83d441bb3ddae9fee5996eca143,0:08:00.898161
4250,accumulo,b4a17a4fabaca07e06d29cdec488cce654e5efe7,0:08:32.157272
4243,accumulo,62d2a6f4f579d0c43c6b4bc54f76ff6dd734182e,0:08:29.698201
4243,accumulo,3a4b644bd3b24b00ed98c26f7dffce7d7af13059,0:08:44.306553
4242,accumulo,026a1a38c00281e452f5f9d58ab3ef5c2ccec50a,0:09:03.041920
4242,accumulo,331041c971205de394f69d62d966fbefc3a596e4,0:08:33.940683
4242,accumulo,c5c7670bf1f27bee04d903e40372b63251658723,0:08:37.862890
4242,accumulo,73faa93df358732d8c11937f9ede655e9e162990,0:08:12.865199
4242,accumulo,2c2c161b5d786d133abb2143d88e8ba8c919f3a7,0:08:12.639864
4242,accumulo,d0e44d2682b354d2f7a9c1caac767485239bfc61,0:08:14.160865
4242,accumulo,62786e1704990368f42bfa017ad0249f14c786f8,0:08:01.990485
4241,accumulo,f98c87cb5798c781364a7773d17b1325a73b9f5d,0:10:00.751004
4241,accumulo,fc26d8c5043328296a7892e57655a1806345f56c,0:09:44.016757
4238,accumulo,49b24bcc325892a97208715e2cfa6d28dc162bc3,0:10:07.405245
4238,accumulo,0de3157499733909fabdd2bf24845366d89c3677,0:10:00.596761
4238,accumulo,f2a7a649c8536f5c18dd1b839c148b1e865c0e5f,0:10:10.012445
4238,accumulo,59bcd777405f72c5348018e583f94f1cb545ec20,0:10:57.034954
4237,accumulo,49b24bcc325892a97208715e2cfa6d28dc162bc3,0:11:15.753466
4237,accumulo,3d5c6da2b4c027cb961c9b2678e3ab6bf5e0a7cd,0:10:30.536997
4236,accumulo,49b24bcc325892a97208715e2cfa6d28dc162bc3,0:11:07.726520
4236,accumulo,ae8409e726bd671d12ccc34954dea60bbfec4e7c,0:10:38.911480
4229,accumulo,5f5cbd37a8efeaab4bc129c064680bbf4aa43be8,0:08:24.494606
4229,accumulo,b7bcb718d73b1278510805f71dd2750a8ab40c6e,0:08:43.873581
4229,accumulo,2164b274bd14ab79920f4243ee865578b2ce8496,0:08:34.404634
4229,accumulo,5b8fc44e9ecfec8c5d808a5f5bed4842d6d24a0a,0:08:34.383255
4224,accumulo,baefeb7a5eadfb8af59dddb827a45767c25d5e02,0:08:21.949274
4224,accumulo,0822dcf277d0a10c30b4558e2e351698d83a9e62,0:08:35.043184
4223,accumulo,cdd86f18f2cce1d00a21297bb927587cbd7747bf,0:11:11.611784
4223,accumulo,b8d80ba69fe52f8471386f483d3974dba7894822,0:11:05.895513
4223,accumulo,2d9141e3926dfbb7623d4d87ea9ed93eec8a91cb,0:11:04.894649
4223,accumulo,5e8cffa8557413e26f05827e9bb7ddbf2a84ebdc,0:10:29.978587
4223,accumulo,321a050ee31f68e11791be5a0c51b9f5ed64ae16,0:11:25.994881
4222,accumulo,37782d558e81115a63bc85e9ada9e6ddf51d11a9,0:09:36.300007
4222,accumulo,cb3c5d19d49c168194c9ed11b858d44fbdce9941,0:09:17.433171
4215,accumulo,37782d558e81115a63bc85e9ada9e6ddf51d11a9,0:09:04.381667
4215,accumulo,2d3eb1093e0c7b7372c8c236719f78b565484086,0:09:22.873955
4214,accumulo,76e75294b846247cde25639b1d19c0b6f416ab38,0:08:33.903998
4214,accumulo,8c54aa6ae62d818cf2ef811360269b4e3e599c45,0:08:41.761501
4213,accumulo,4eff7353c646d90ae3b8be9e2df2b05c6d3c8c1e,0:09:29.462456
4213,accumulo,81ba901038a318b20ea18dcd1dd732deb86910be,0:09:25.150078
4212,accumulo,b90422cb7edc656bc9a47c3b3f30dab219b3202b,0:13:39.342862
4212,accumulo,fd33d008c211224f9e8df369dbed29f26de1c47b,0:17:21.675552
4212,accumulo,7d12c0c0cfb4cc3ddb1c28c6202d7e6f912e5cb4,0:16:34.962998
4211,accumulo,b90422cb7edc656bc9a47c3b3f30dab219b3202b,0:16:33.887456
4211,accumulo,2a769a152600aca29f165a8c49b795562e63398a,0:18:09.404189
4205,accumulo,1531fe5d7edbe4ce8286d8894a888465ca76d5e2,0:17:00.957768
4205,accumulo,36c246d9bd073118befdb37cb73b77c0adce8dd6,0:17:18.091377
4203,accumulo,5401dedda08479042d78b52db25f6ee741b936cb,0:16:54.146658
4203,accumulo,a8c1de7a0dee4a81e313a2d19f9287260dc8c33a,0:15:28.255113
4203,accumulo,7996d7ebb7f5c7fda9e24998df9a6f85eec607a5,0:12:42.736184
4203,accumulo,41bed3c177589b56950653852808ecd402dc9cb8,0:11:46.993111
4202,accumulo,d9d61216842903e1de3533eda760c2c27afbca3a,0:08:39.011277
4202,accumulo,e4bfdb79d797374a6035356250350f7635267061,0:10:31.948478
4201,accumulo,3ce14a7b45f7746210abda2fc763b5d04efd81b0,0:13:57.718551
4201,accumulo,a721c89bebf3acb13cd5ab12684196f034f0cea2,0:13:17.532247
4201,accumulo,8a71feb10c54dddef6ab063e3c66175fb819e212,0:12:34.817459
4200,accumulo,3ce14a7b45f7746210abda2fc763b5d04efd81b0,0:12:22.316524
4200,accumulo,eb733c70208204f9850dbe369c8cf5966eb5a599,0:13:14.442231
4197,accumulo,3b198250e3264a7950d534fb54b3ffc04f28c92a,0:16:38.042211
4197,accumulo,984eaff081e157f6ed4fb9c842e0fa80610302fe,0:13:41.924806
4189,accumulo,c37f739eaea7425387c2cbb83307a3c39a0df1d1,0:12:27.986073
4189,accumulo,d6a63c7bf881e32cc193bf5cb1a129f5fb54266a,0:12:25.543772
4188,accumulo,e468fd30b2981133a9dc131672e9fbc4f1ba5aa0,0:12:46.407496
4188,accumulo,9e25f56a357a9e19f216cfcb26d2e74e3d142cab,0:12:50.991820
4186,accumulo,f444b85f5d6c4fae028b45ecd4a54fb11e1f766c,0:13:08.007468
4186,accumulo,bf2c70e78ffe8320c49d89e74f1173d6a8ef8c99,0:12:24.906227
4185,accumulo,731bbf75e75c38247d13d810de986b2e15659ff6,0:13:03.835392
4185,accumulo,d951b356f6f9ba05469018ccd0d550ff1bab1e6d,0:11:25.365646
4185,accumulo,267c3651306f3d7a91e7363bc9c27f17ef85295f,0:11:11.867982
4184,accumulo,e468fd30b2981133a9dc131672e9fbc4f1ba5aa0,0:08:43.425698
4184,accumulo,39908f740bdfe9f3a74cd20fa7021527bfb6cbd7,0:10:29.228562
4184,accumulo,c812f7614423a98ea28429daf45149d094d6f89f,0:09:59.050043
4182,accumulo,f444b85f5d6c4fae028b45ecd4a54fb11e1f766c,0:09:31.550370
4182,accumulo,82ac223b1b5caf39856ccefc5777d666eca547c6,0:09:23.632301
4181,accumulo,6a3ed571365972f4f336d075921bf95b8897eadc,0:09:24.506420
4181,accumulo,9e3e931aa584d2ae3703914ac41949dc8002ca11,0:09:45.929333
4180,accumulo,f6c096bef1c7809b698a9ed9b39d1f625c1e0ee3,0:08:56.917989
4180,accumulo,c371ee622c447b86facd60ef4659085313ada508,0:08:57.207363
4176,accumulo,a19cfee5b643afdb2fc36efd963b766f4800164c,0:08:53.437165
4176,accumulo,1747d690178bff2365e5ff41c3d401a80657a0e2,0:09:07.039741
4173,accumulo,a19cfee5b643afdb2fc36efd963b766f4800164c,0:09:22.133258
4173,accumulo,cc6046bd41c8194594c9a73b1b186d44bda59a74,0:08:10.477331
4172,accumulo,a19cfee5b643afdb2fc36efd963b766f4800164c,0:08:20.497398
4172,accumulo,584482cdc988ce45cb0c0e32d4f2b8e67921ad77,0:08:14.658872
4171,accumulo,393849281f11bf796307f8c20db7fb8ff878e341,0:08:54.452125
4171,accumulo,a2fc6871cf4d98b2d59f1f937647117d9684fa24,0:08:16.331329
4170,accumulo,393849281f11bf796307f8c20db7fb8ff878e341,0:09:12.099171
4170,accumulo,2dc38210e87d4c329b0be88629429a28b5e92bfc,0:08:52.128005
4165,accumulo,e67cff2db2a89ec203e96ad0b65183764c0f4342,0:11:17.680192
4165,accumulo,4d01ec87123caddf3d1fbdceb3a18dfed9fba549,0:11:48.769237
4165,accumulo,f49f9bd4aac85c13e722e18877943da61ce4fc3d,0:11:01.429714
4164,accumulo,0c861fcdea14bf560f474e171ff3b6d27882fb4b,0:08:55.721677
4164,accumulo,995d713daecf21349dbfcbf62b45d7efca0d387f,0:09:13.344494
4164,accumulo,e02dc709aa2f1c2014dce364f98ae1a45cddf772,0:08:39.177348
4155,accumulo,9c4c675e99f97d8562737ee479139a81f89e2f57,0:09:03.439804
4155,accumulo,527a954c341f0c27245a74b86c52e962aa3150b3,0:08:16.667182
4155,accumulo,68653d6aa556383d29414dc557a8f0b0a84abe5d,0:09:11.566818
4154,accumulo,e67cff2db2a89ec203e96ad0b65183764c0f4342,0:12:09.043878
4154,accumulo,b3fd9896dd449c92f7d9ac385fbd4539077ee6a9,0:11:01.375700
4153,accumulo,f26c702a87df996b6ccf21c3cef2bb5fd5e751e6,0:09:26.369869
4153,accumulo,8886f20a7ea432e9c192fab483c920edc91c6aae,0:09:07.755235
4150,accumulo,2a0537a6b76415620e1ce4d47fcbbef375f8a544,0:09:05.853437
4150,accumulo,a8c2bb4c0b5f3a23968a05f6a17be4a570863d79,0:08:33.706877
4150,accumulo,3ac232950fccc32e09079b232669b3b64dba9afe,0:09:01.840024
4150,accumulo,54a6af843d2880b2a4d1f8356abdc88422651759,0:08:37.562231
4148,accumulo,d97317945290fcd4e3a4eb8b3cf7e427fcc322bd,0:11:28.697621
4148,accumulo,eb1120fc58868be22924cfa1a2ca59aab9088091,0:10:47.881897
4148,accumulo,92887eddb9cbb5354bd16d6ae72d5667b09aaf42,0:12:18.188973
4148,accumulo,3461fb6eb1bc94e72d6bd055286206ea9f07a775,0:10:51.349963
4147,accumulo,f2c779ea561dcc5b42b00ccb3afddfe5ded51bb0,0:08:31.608012
4147,accumulo,f2b5eb84eb95eefe7be7593e5d965f5fdf2870fa,0:09:18.536435
4143,accumulo,c1f876d6892ee28347fa87bb52c9e437d7d9cfed,0:13:27.219087
4143,accumulo,4e0222a5e1314a14500954c2849c470ea92fcc86,0:14:49.074090
4142,accumulo,7e8f9d3b4a1a2a53d1d880623e01de6a16aac63b,0:13:41.313907
4142,accumulo,7b893011b2afde302cc341276e0b14ae03feea6f,0:11:58.921840
4142,accumulo,1a2c6dbb16ea3becb396de9bee508df4a58a76bf,0:11:42.705663
4140,accumulo,7e8f9d3b4a1a2a53d1d880623e01de6a16aac63b,0:12:19.306308
4140,accumulo,2bad05cdbaa94433877413d388fadf18d13abe24,0:12:04.533985
4137,accumulo,73107e263d0ec74936e2940d5d035f8f74f7ef5f,0:15:39.486251
4137,accumulo,6b6ae12e4dc463fed3eb3fc84213d59f20c76ca8,0:12:51.986248
4134,accumulo,59b1c170a3d33123b56708bf47e3a61ae69fa40b,0:12:50.492744
4134,accumulo,1824d83a51cd898266f7e7936ebd8bf8290d2c29,0:12:41.736516
4129,accumulo,e7d789dc7903131ea8682b95ac55a6b954866433,0:09:42.619924
4129,accumulo,e67e3e013259733a7ff2ddbd62f84da4eaf4f873,0:10:59.464256
4129,accumulo,3170c5847d83699c5c477ad4b787ba91367865e1,0:09:10.793195
4129,accumulo,138b78275937de29f47e0ccedab0d242f096c0e9,0:08:54.713281
4128,accumulo,319ec30b7f28c5b740b02aab3b935da465956f22,0:11:40.215960
4128,accumulo,1584d41e0f489b591be2d295316f917a598a7be0,0:11:54.532841
4127,accumulo,d97317945290fcd4e3a4eb8b3cf7e427fcc322bd,0:11:33.274450
4127,accumulo,125929efa60ca92c0d9b924a1c47cc80689ceae8,0:10:30.236446
4127,accumulo,643f070a59e16dbb91f06570158804c04188a500,0:10:54.794396
4127,accumulo,56f3a216f763a68d3324b8f164db7400bd77418a,0:10:25.021719
4127,accumulo,e7bce3333a5c2c2eb10b643a629b742646e6c6a7,0:11:02.949005
4126,accumulo,d97317945290fcd4e3a4eb8b3cf7e427fcc322bd,0:10:53.527651
4126,accumulo,1b885d81b835785e27a0310a7ff93ba7b8cd1e11,0:11:22.555578
4126,accumulo,c98f70d8468fd7abc01da7ff19f7f25e746378aa,0:10:44.827639
4121,accumulo,8960452814b161ce409908372a98c641040b02ba,0:09:21.352653
4121,accumulo,5dc6654e3e2acdd867266a10f9db30e1faf6a46a,0:08:08.955622
4121,accumulo,23c158c23c96895112a6b8c3141c2015b56bba74,0:08:21.299863
4120,accumulo,829634653b4846dbd6da0e1de89a0b9f9212f710,0:08:58.223293
4120,accumulo,43d7a639d547ed8a252d01d1b28dea075047e4af,0:08:56.048111
4120,accumulo,d7927367f32a86c10c2f927224bc302ceac8db26,0:09:18.201444
4120,accumulo,21661b8aba04a906cf03c07f47bee88ec5bdd9e0,0:08:24.261480
4119,accumulo,d97317945290fcd4e3a4eb8b3cf7e427fcc322bd,0:11:38.469447
4119,accumulo,f87e93dcbbcb47547e96c7d3629ce369743f5915,0:11:01.359299
4118,accumulo,3061ff028df91b7c18a95e24598887590e677f0e,0:09:07.569415
4118,accumulo,991eea336faa468277eeb3ecd41b2bdb8a103bcf,0:08:28.797735
4118,accumulo,439f92b87dfa379dfa34c5613c643282da789904,0:09:01.125228
4118,accumulo,599f485b2e06dbe6b2cb946ca172715aef444fb0,0:08:13.128507
4115,accumulo,67fd967415612ab0770b422a5b24430655275946,0:11:47.501253
4115,accumulo,5981789a4ce665fa0f6e51c8a04decec2ca4c9e8,0:11:00.750377
4113,accumulo,8dfb4eb71351b856a398db7d0f75b8ddda85ce3a,0:11:21.908022
4113,accumulo,60bc9fd1381662c03329100672bd35427cd7f92b,0:11:44.146859
4113,accumulo,c68c833fa23aaaa8e08c1badcf89e2d318acf56f,0:10:54.243045
4112,accumulo,67fd967415612ab0770b422a5b24430655275946,0:11:55.697478
4112,accumulo,e0abf97803ba573e184a0cb44db4298ec2a103af,0:11:20.630885
4108,accumulo,eb4ff2eec9e528b2b30eb8cf6674cc4fa81c5d11,0:09:33.020922
4108,accumulo,3876be12467d333dd8d8481df8912fa5454ee0ef,0:08:58.260150
4104,accumulo,87164a8ae56f33b3b930e3b05e4ce0bd52724a42,0:09:20.765815
4104,accumulo,43be4be70802f6d313f16434ee39ac13220e0621,0:08:20.392426
4103,accumulo,37117b2cb5e2d17d70adf832f72103432085feca,0:08:34.121633
4103,accumulo,19b84b20137f0b17c52084afbbfe3e1ea8a16ac6,0:08:33.461875
4102,accumulo,8dfb4eb71351b856a398db7d0f75b8ddda85ce3a,0:10:58.286481
4102,accumulo,4876c1fb001f026b3e8d99b3e77b012b36950fb4,0:12:07.815269
4101,accumulo,170f1b684bf31e36525447146b6a576b36bdeea8,0:10:22.318720
4101,accumulo,c2f18452bb031a5e1a6f968ef0a628596417b676,0:13:53.346573
4101,accumulo,c543b2e50ff64206ffffef7fd0bf460e765e5efb,0:13:19.708523
4097,accumulo,8dfb4eb71351b856a398db7d0f75b8ddda85ce3a,0:12:26.172555
4097,accumulo,ad71a6152c58c5202bee47d5cc783a66674f69e5,0:11:50.877915
4097,accumulo,efbd9c5f1a1fa632088e7100a9df4cca2a103849,0:12:29.610923
4085,accumulo,f9897862dd4e6ff4892239ff5ebeb8ed6e34bc68,0:09:16.426646
4085,accumulo,182dd6afb8e4cb958d2cb91b71963299c597ef6a,0:08:57.401134
4084,accumulo,5b46bd8f97e95234992c6ceb6347cbe5ba72b6d3,0:11:35.875244
4084,accumulo,c1bc91ede307b3aac16d85c7cabf906d3108eb22,0:11:15.800984
4082,accumulo,3061ff028df91b7c18a95e24598887590e677f0e,0:09:07.238649
4082,accumulo,19f3befe85647a13c45c0ec49c65bcc7e5d77146,0:09:31.864926
4082,accumulo,d3413622f24ed6721c70382a493a2191e4a83250,0:09:25.588253
4082,accumulo,93034160806745cb81910d82c8f55a8b43ce0b7c,0:09:14.841328
4082,accumulo,3cc0375d4d47523a63115bca30472f178650fa1c,0:09:44.893602
4080,accumulo,bdf22da852f8f2f5177de1ace95974901e636a7f,0:10:58.162496
4080,accumulo,398de6e1caf7de8d48f60e7814e4cd3de18a9ece,0:09:36.592305
4080,accumulo,feadf10305fec490a32211606d87a06a5b398d65,0:09:11.786933
4080,accumulo,8486092904ea811b0b066667e1047a6d0a9af3fd,0:09:54.462815
4080,accumulo,fd6e0dea5b48919ead6b0654ba534a562ee3286e,0:10:01.897504
4080,accumulo,6441633ea94af74ff4a247346ddbef2fd71d4a8f,0:11:13.379431
4079,accumulo,41d382638a2e8b776145ac831408e49c27d576f7,0:08:30.564436
4079,accumulo,89fa899f1d9520f1ca2979c6c2f845138e10ae1f,0:09:12.697160
4079,accumulo,674ad91c7c650aae676f82dcb3f3836ae87b8a1d,0:07:49.870204
4072,accumulo,14b23a63fb72979433437f7b65eae1c6d8b4cd33,0:08:38.742013
4072,accumulo,76528cb3b5607f5e728062347ba34aaaf45c7b4e,0:08:24.817609
4072,accumulo,3b6636ff790136cf7cb26474d15afcc1385313b5,0:07:43.330060
4067,accumulo,e6799c9cf7e3196e7af0aea3e679b07925503f2c,0:08:53.144234
4067,accumulo,48e24721a17ecb6ebe7b17e3d90ea92ae89ba169,0:08:14.107466
4064,accumulo,648529487f1af3bb6139e91bf5b76db7ebc08b78,0:08:21.068010
4064,accumulo,b21e0405e60d38fa06963fb2bf0a6b3e1b41e2ef,0:08:18.650016
4063,accumulo,170202a3b9fbf1a654fdad25ac49d37cc53c519c,0:10:44.880349
4063,accumulo,2a7267c679464863833715f10eac130aa05271e4,0:12:59.647380
4063,accumulo,96f562340c8ad1e93df537c67141bf0162630773,0:14:30.380526
4062,accumulo,de237858e279d751ea6d0805af9de34b8e14e7b5,0:13:20.041688
4062,accumulo,ae6d850f434ff20d3fe7a10cd4bc6df2ede7730b,0:12:06.744330
4060,accumulo,de237858e279d751ea6d0805af9de34b8e14e7b5,0:13:15.958367
4060,accumulo,19db01c6f9e05ebd59057c3ac1d6f0aedd2240c6,0:11:25.762590
4059,accumulo,170202a3b9fbf1a654fdad25ac49d37cc53c519c,0:16:55.253982
4059,accumulo,f05893ea84295fefe6d658c9b13cef7598c5c8f3,0:14:51.330168
4059,accumulo,997302f1e0ed97342cbcff1492a9053812be2d94,0:15:29.291294
4059,accumulo,764a9cd530dab2489ca76d88917a8fea775b91ff,0:15:11.878932
4056,accumulo,73821c5c995c6d41f4cd5b5f1a9ff26b945d7305,0:13:06.184782
4056,accumulo,b817b714eb55460526dedc45de084151270b4f21,0:12:17.657675
4054,accumulo,c5122a3615bd06d5fbd0f6941b2f1553296e324b,0:14:06.968151
4054,accumulo,ded6dceb4b270118cecb415bd4f68b2c09313aee,0:11:48.756684
4052,accumulo,c5122a3615bd06d5fbd0f6941b2f1553296e324b,0:09:45.268683
4052,accumulo,ffccbe7f3f8036ddf6296527ff7e5e4604841ed4,0:09:15.252003
4050,accumulo,8e78562a1d82419858622e9874ed7e1f84d3c497,0:09:38.957247
4050,accumulo,73ad449aaac9fb7d1d47a25c6f9c7137fc7538f9,0:09:17.802599
4048,accumulo,ce7c8c8f2731e0f7aae679b735050ca63a7be8d1,0:11:01.243018
4048,accumulo,66b413c58a4d9d6583b1c2b32ef752a9dfd996e7,0:09:47.028695
4043,accumulo,3e26064bfde82986798d45c0aa4adc9ca82c476b,0:16:49.850962
4043,accumulo,afa788e941874f21353d83248cc7f2debbc80900,0:10:40.499597
4042,accumulo,1a40c47fee1a64e6e83f19b44f07f14fecb1f2a4,0:08:57.441604
4042,accumulo,6f297a06936f1419389611a4504773d0f59cf9b9,0:09:07.442258
